game_id,gen,phase,player,corp,action_type,tr,mc,mc_prod,steel,steel_prod,ti,ti_prod,plants,plant_prod,energy,energy_prod,heat,heat_prod,hand_size,tableau_size,colonies,temp,oxygen,oceans,venus,player_count,tag_building,tag_space,tag_science,tag_earth,tag_venus,tag_jovian,tag_plant,tag_microbe,tag_animal,tag_event,tag_power,tag_city,tag_mars,tag_moon,tag_wild,income,play_rate,urgency,total_tags,prod_score,max_opp_tr,avg_opp_tr,avg_opp_tableau,tr_gap,max_opp_tableau,avg_opp_tags,final_vp,winner,vp_rank
g1988ae96651b,1,Take your next action,Beta,Polyphemos,or,20,4,6,0,1,0,0,0,0,0,3,2,2,0,5,0,-28,0,0,2,3,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,26,5.0,0.0238,6,13.7,22,21.0,4.5,-2,5,4.0,78,0,2
g1988ae96651b,2,Take your first action,Beta,Polyphemos,or,19,1,6,0,2,0,0,0,0,0,3,4,2,0,7,0,-26,0,1,2,3,3,2,0,1,0,0,0,0,0,0,1,1,0,0,0,25,3.5,0.0714,8,15.299999999999999,22,21.0,8.5,-3,9,9.0,78,0,2
g1988ae96651b,3,Take your next action,Beta,Polyphemos,or,19,6,6,2,2,0,0,0,0,0,3,6,3,0,7,0,-20,0,1,2,3,3,2,0,1,0,0,0,0,0,0,1,1,0,0,0,25,2.333,0.1429,8,16.1,21,20.0,10.0,-2,11,10.5,78,0,2
g1988ae96651b,4,Take your next action,Beta,Polyphemos,or,20,7,6,0,2,0,0,0,0,0,4,1,3,0,9,0,-14,0,1,6,3,5,2,1,1,0,0,0,0,0,0,2,1,0,0,0,26,2.25,0.2143,12,17.6,22,21.5,11.0,-2,13,12.0,78,0,2
g1988ae96651b,5,Take your first action,Beta,Polyphemos,or,19,6,6,2,2,0,0,0,0,1,4,4,3,0,10,0,-16,0,1,6,3,6,2,2,1,0,0,0,0,0,0,2,2,0,0,0,25,2.0,0.1905,15,17.6,21,21.0,13.5,-2,16,15.0,78,0,2
g1988ae96651b,6,Take your first action,Beta,Polyphemos,or,19,2,6,6,2,0,0,0,0,1,4,0,3,0,11,0,-14,1,1,8,3,6,3,2,1,0,1,0,0,0,0,2,3,0,0,0,25,1.833,0.2381,18,17.6,21,21.0,16.0,-2,19,17.5,78,0,2
g1988ae96651b,7,Take your next action,Beta,Polyphemos,or,20,2,6,3,3,0,0,0,0,2,7,4,3,0,13,0,-14,1,1,12,3,8,3,2,1,0,1,0,0,0,0,3,3,0,0,0,26,1.857,0.2381,21,23.700000000000003,22,21.5,18.5,-2,23,20.0,78,0,2
g1988ae96651b,8,Take your next action,Beta,Polyphemos,or,20,4,6,6,3,0,0,0,0,1,7,0,3,0,13,0,-12,2,2,12,3,8,3,2,1,0,1,0,0,0,0,3,3,0,0,0,26,1.625,0.3095,21,23.700000000000003,23,21.5,19.5,-3,24,21.5,78,0,2
g1988ae96651b,9,Take your next action,Beta,Polyphemos,or,19,6,9,0,3,0,0,0,0,1,6,4,3,0,16,0,-10,6,3,14,3,9,3,3,1,0,1,0,0,0,1,3,4,0,0,0,28,1.778,0.4524,25,25.200000000000003,28,24.0,24.0,-9,30,27.0,78,0,2
g1988ae96651b,10,Take your next action,Beta,Polyphemos,or,19,1,10,1,3,0,0,3,0,0,9,0,3,0,19,0,-4,6,6,16,3,10,3,3,1,0,1,1,0,0,1,5,4,0,0,0,29,1.9,0.5952,29,30.700000000000003,31,26.5,26.5,-12,33,29.5,78,0,2
g1988ae96651b,11,Take your next action,Beta,Polyphemos,or,18,4,11,4,3,1,0,3,0,0,9,3,3,0,20,0,-2,9,6,16,3,10,4,3,1,0,2,1,0,0,1,5,4,0,0,0,29,1.818,0.6905,31,31.700000000000003,31,27.5,29.5,-13,36,33.5,78,0,2
g1988ae96651b,12,Take your first action,Beta,Polyphemos,or,20,2,11,2,3,0,1,3,2,0,5,6,3,0,22,0,8,11,8,20,3,11,5,3,1,0,2,1,0,0,1,5,5,0,0,0,31,1.833,0.9048,34,31.4,39,32.0,32.0,-19,38,37.5,78,0,2
g1988ae96651b,13,Take your next action,Beta,Polyphemos,or,20,0,18,0,3,0,1,3,1,5,5,1,3,0,25,0,8,13,9,22,3,13,5,4,1,0,3,1,0,0,1,5,6,0,0,0,38,1.923,0.9762,39,36.800000000000004,40,33.0,33.0,-20,38,38.5,78,0,2
g1988ae96651b,14,Take your next action,Beta,Polyphemos,or,20,39,18,3,3,0,1,4,1,5,5,1,3,0,25,0,8,13,9,22,3,13,5,4,1,0,3,1,0,0,1,5,6,0,0,0,38,1.786,0.9762,39,36.800000000000004,39,32.0,33.0,-19,38,38.5,78,0,2
g1988ae96651b,1,Take your next action,Gamma,Vitor,or,22,6,1,4,0,0,0,0,0,0,3,0,0,0,7,0,-28,0,0,2,3,0,3,2,1,0,0,0,0,0,0,2,0,0,0,0,23,7.0,0.0238,8,5.5,20,20.0,5.0,2,5,5.0,52,0,3
g1988ae96651b,2,Take your next action,Gamma,Vitor,or,22,5,1,4,0,2,0,0,1,0,3,0,0,0,8,0,-26,0,1,2,3,0,3,2,1,0,0,0,1,0,0,2,0,0,0,0,23,4.0,0.0714,9,7.1,20,19.5,7.0,2,7,7.0,52,0,3
g1988ae96651b,3,Take your first action,Gamma,Vitor,or,21,5,4,0,0,2,0,0,1,0,2,0,0,0,9,0,-20,0,1,2,3,1,3,2,1,0,0,0,1,0,0,2,1,0,0,0,25,3.0,0.1429,11,8.6,19,19.0,9.0,2,11,9.0,52,0,3
g1988ae96651b,4,Take your first action,Gamma,Vitor,or,21,2,4,3,0,2,0,1,1,2,2,0,0,0,9,0,-14,0,1,6,3,1,3,2,1,0,0,0,1,0,0,2,1,0,0,0,25,2.25,0.2143,11,8.6,22,21.0,11.0,-1,13,12.5,52,0,3
g1988ae96651b,5,Take your next action,Gamma,Vitor,or,21,2,4,0,0,1,0,2,1,2,2,2,0,0,11,0,-16,0,1,6,3,2,3,2,1,0,0,0,1,0,1,2,1,0,0,0,25,2.2,0.1905,13,8.6,21,20.0,13.0,0,16,16.0,52,0,3
g1988ae96651b,6,Take your first action,Gamma,Vitor,or,21,4,3,0,0,0,0,3,1,2,2,4,0,0,13,0,-14,1,1,8,3,2,3,2,2,0,0,0,1,0,2,2,1,0,0,0,24,2.167,0.2381,15,7.6,21,20.0,14.5,0,18,18.5,52,0,3
g1988ae96651b,7,Take your first action,Gamma,Vitor,or,21,0,2,3,0,0,0,4,1,2,2,6,0,0,14,0,-14,1,1,12,3,2,3,2,2,0,0,0,1,0,3,2,1,0,0,0,23,2.0,0.2381,16,6.6,22,21.0,18.0,-1,23,22.5,52,0,3
g1988ae96651b,8,Take your first action,Gamma,Vitor,or,20,0,1,6,0,0,0,3,1,2,2,0,0,0,15,0,-12,3,2,12,3,2,4,2,2,1,0,0,1,0,3,2,1,0,0,0,21,1.875,0.3333,18,5.6,24,22.0,19.0,-4,25,23.5,52,0,3
g1988ae96651b,9,Take your first action,Gamma,Vitor,or,20,7,0,2,0,0,0,2,1,2,3,2,0,0,18,0,-10,5,3,14,3,3,5,2,2,2,0,0,1,0,3,3,1,0,0,0,20,2.0,0.4286,22,6.1,27,23.0,22.5,-7,29,28.0,52,0,3
g1988ae96651b,10,Take your first action,Gamma,Vitor,or,22,9,-1,2,0,0,0,4,3,0,2,4,0,0,20,0,-4,6,6,16,3,4,5,2,2,2,0,1,1,0,3,3,1,0,0,0,21,2.0,0.5952,24,6.800000000000001,31,25.0,26.0,-9,33,32.0,52,0,3
g1988ae96651b,11,Take your first action,Gamma,Vitor,or,25,4,-2,0,0,1,1,2,3,12,0,4,0,0,24,0,2,9,7,18,3,5,6,2,2,2,0,2,1,2,4,3,1,0,0,0,23,2.182,0.7619,30,5.300000000000001,34,26.0,28.0,-9,36,34.5,52,0,3
g1988ae96651b,12,Take your next action,Gamma,Vitor,or,25,1,-3,0,0,0,1,5,3,0,0,0,0,0,26,0,8,11,8,20,3,5,7,2,2,3,0,2,1,3,4,4,1,0,0,0,22,2.167,0.9048,34,4.300000000000001,39,29.5,30.0,-14,38,37.5,52,0,3
g1988ae96651b,13,Take your next action,Gamma,Vitor,or,26,3,-4,0,0,1,1,3,3,0,0,0,0,0,28,0,8,13,9,22,3,5,7,2,2,3,0,3,1,4,4,4,1,0,0,0,22,2.154,0.9762,36,3.3000000000000007,40,30.0,31.5,-14,38,40.0,52,0,3
g1988ae96651b,14,Take your next action,Gamma,Vitor,or,25,14,-4,0,0,0,3,6,3,0,0,0,0,0,29,0,8,13,9,22,3,5,8,2,2,3,1,3,1,4,4,4,1,0,0,0,21,2.071,0.9762,38,8.3,39,29.5,32.0,-14,38,40.5,52,0,3
ga8ebc6fd6760,1,Take your first action,Beta,Helion,or,20,8,9,0,0,0,0,0,0,0,0,0,3,0,4,0,-30,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,29,4.0,0.0,4,11.4,20,20.0,4.5,0,5,4.5,45,0,3
ga8ebc6fd6760,2,Take your next action,Beta,Helion,or,19,0,11,0,0,0,0,0,0,0,0,0,3,0,7,0,-28,1,0,0,3,0,3,0,3,1,1,0,0,0,0,0,0,0,0,0,30,3.5,0.0476,8,13.4,21,20.0,7.0,-2,8,8.5,45,0,3
ga8ebc6fd6760,3,Take your next action,Beta,Helion,or,18,3,10,0,0,0,0,0,0,0,0,0,4,0,9,0,-28,3,0,0,3,0,3,1,3,1,1,0,0,0,0,0,0,0,0,0,28,3.0,0.0952,9,13.2,21,20.0,8.5,-3,10,11.0,45,0,3
ga8ebc6fd6760,4,Take your next action,Beta,Helion,or,17,3,9,0,0,0,0,0,0,0,0,0,4,0,10,0,-28,4,0,0,3,0,3,2,3,1,1,0,0,0,0,0,0,0,0,0,26,2.5,0.119,10,12.2,22,20.0,11.0,-5,13,13.5,45,0,3
ga8ebc6fd6760,5,Take your first action,Beta,Helion,or,16,6,8,0,0,0,0,0,0,0,2,0,4,0,11,0,-28,4,0,2,3,0,3,3,3,1,1,0,0,0,0,0,0,0,0,0,24,2.2,0.119,11,14.2,22,20.0,13.0,-6,16,16.5,45,0,3
ga8ebc6fd6760,6,Take your first action,Beta,Helion,or,15,0,7,0,0,0,0,0,0,2,3,0,4,0,15,0,-24,7,0,6,3,0,6,4,3,2,1,0,1,0,0,1,1,0,0,0,22,2.5,0.2381,19,14.7,24,23.0,15.0,-9,19,20.0,45,0,3
ga8ebc6fd6760,7,Take your first action,Beta,Helion,or,15,4,8,0,0,0,0,0,0,0,2,0,4,0,16,0,-22,7,1,6,3,0,6,4,3,3,1,0,1,0,0,1,2,0,0,0,23,2.286,0.2857,21,14.2,25,23.0,17.0,-10,21,23.0,45,0,3
ga8ebc6fd6760,8,Take your next action,Beta,Helion,or,14,4,10,0,2,0,0,0,0,2,2,0,4,0,18,0,-14,8,1,6,3,1,7,4,3,3,2,0,1,0,0,1,2,0,0,0,24,2.25,0.4048,24,19.4,30,25.0,19.0,-16,25,26.0,45,0,3
ga8ebc6fd6760,9,Take your first action,Beta,Helion,or,12,4,9,0,2,0,0,0,3,2,0,0,6,0,20,0,-8,11,1,8,3,2,8,4,3,3,3,0,1,0,0,1,2,0,0,0,21,2.222,0.5476,27,21.8,32,27.0,22.0,-20,28,29.0,45,0,3
ga8ebc6fd6760,10,Take your next action,Beta,Helion,or,11,1,10,0,2,0,0,6,3,0,1,0,6,0,21,0,-6,13,1,10,3,3,8,4,3,3,3,0,1,0,0,2,3,0,0,0,21,2.1,0.619,30,24.3,33,28.5,24.5,-22,31,34.0,45,0,3
ga8ebc6fd6760,11,Take your next action,Beta,Helion,or,11,3,9,3,2,0,0,1,2,1,1,0,6,0,25,1,6,14,3,12,3,3,9,5,5,3,3,0,2,0,0,2,3,0,0,0,20,2.273,0.8333,35,21.7,34,31.5,30.5,-23,39,42.5,45,0,3
ga8ebc6fd6760,12,Take your first action,Beta,Helion,or,10,7,8,5,2,0,0,3,2,1,0,0,6,0,27,1,8,14,4,24,3,3,9,5,5,4,3,0,2,0,1,2,4,0,0,0,18,2.25,0.881,38,19.2,37,35.5,33.5,-27,42,47.0,45,0,3
ga8ebc6fd6760,13,Take your next action,Beta,Helion,or,5,2,13,7,2,0,0,5,2,0,0,0,6,0,29,1,8,14,8,26,3,3,10,6,6,4,3,0,2,0,1,2,5,0,0,0,18,2.231,0.9762,42,24.2,36,35.5,36.5,-31,46,51.0,45,0,3
ga8ebc6fd6760,14,Select card(s) to buy,Beta,Helion,card,4,23,13,11,2,0,0,7,2,0,0,6,6,0,29,1,8,14,8,28,3,3,10,6,6,4,3,0,2,0,1,2,5,0,0,0,17,2.071,0.9762,42,24.2,35,35.0,37.0,-31,47,51.5,45,0,3
ga8ebc6fd6760,1,Take your first action,Gamma,Robinson Industries,or,20,0,1,0,1,2,1,0,1,0,3,0,0,0,7,0,-30,0,0,0,3,1,1,0,1,1,0,0,2,0,0,1,0,0,0,0,21,7.0,0.0,7,11.2,20,20.0,5.0,0,6,6.0,94,1,1
ga8ebc6fd6760,2,Take your first action,Gamma,Robinson Industries,or,19,0,1,1,1,3,1,3,1,0,3,0,0,0,8,0,-28,1,0,0,3,1,1,1,1,1,0,0,3,0,0,1,0,0,0,0,20,4.0,0.0476,9,11.2,21,20.0,6.5,-2,7,8.0,94,1,1
ga8ebc6fd6760,3,Take your next action,Gamma,Robinson Industries,or,19,1,1,0,1,0,1,4,1,0,3,6,0,0,10,0,-28,3,0,0,3,2,2,2,1,1,0,0,3,0,0,1,1,0,0,0,20,3.333,0.0952,13,11.2,21,19.5,8.0,-2,9,9.0,94,1,1
ga8ebc6fd6760,4,Take your first action,Gamma,Robinson Industries,or,18,1,7,0,1,1,2,5,2,0,1,6,1,0,13,0,-28,4,0,0,3,4,2,2,1,1,0,0,4,0,0,1,1,0,0,0,25,3.25,0.119,16,19.1,22,19.5,9.5,-4,10,10.5,94,1,1
ga8ebc6fd6760,5,Take your next action,Gamma,Robinson Industries,or,18,1,8,2,1,0,2,7,2,1,1,7,1,0,16,0,-28,4,0,2,3,6,2,3,1,1,0,0,4,0,1,1,1,0,0,0,26,3.2,0.119,20,20.1,22,19.0,10.5,-4,11,12.0,94,1,1
ga8ebc6fd6760,6,Take your first action,Gamma,Robinson Industries,or,22,2,9,2,2,1,2,1,3,1,3,1,2,0,19,0,-24,7,0,6,3,7,2,3,1,2,0,1,5,0,1,2,1,0,0,0,31,3.167,0.2381,25,28.1,24,19.5,13.0,-2,15,17.0,94,1,1
ga8ebc6fd6760,7,Take your next action,Gamma,Robinson Industries,or,21,9,10,0,2,0,2,1,3,0,2,4,2,0,21,0,-22,7,1,6,3,8,3,5,1,2,0,1,5,0,1,2,1,0,0,0,31,3.0,0.2857,29,27.6,25,20.0,14.5,-4,16,19.0,94,1,1
ga8ebc6fd6760,8,Take your next action,Gamma,Robinson Industries,or,20,0,10,2,3,0,3,6,4,2,2,6,2,0,25,1,-14,8,1,6,3,8,5,7,1,2,0,1,6,0,1,2,2,0,0,0,30,3.125,0.4048,35,33.300000000000004,30,22.0,15.5,-10,18,20.5,94,1,1
ga8ebc6fd6760,9,Take your first action,Gamma,Robinson Industries,or,23,0,13,2,3,2,3,3,4,2,7,2,2,0,28,1,-8,11,1,10,3,10,5,7,1,2,0,1,6,0,1,4,2,0,0,0,36,3.111,0.5476,39,43.800000000000004,32,22.0,18.0,-9,20,23.0,94,1,1
ga8ebc6fd6760,10,Take your next action,Gamma,Robinson Industries,or,25,0,14,0,3,1,4,0,4,4,5,6,2,0,31,1,-6,13,1,12,3,12,7,7,2,3,0,1,6,0,1,4,2,0,0,0,39,3.1,0.619,45,44.300000000000004,33,22.0,19.5,-8,21,26.5,94,1,1
ga8ebc6fd6760,11,Take your next action,Gamma,Robinson Industries,or,30,5,16,0,3,0,4,5,4,2,7,4,3,0,39,1,6,14,3,14,3,14,8,8,5,4,0,1,7,1,2,5,2,0,0,0,46,3.545,0.8333,57,50.1,34,22.5,23.5,-4,25,31.5,94,1,1
ga8ebc6fd6760,12,Take your next action,Gamma,Robinson Industries,or,35,2,16,2,4,0,4,1,4,7,6,1,3,0,42,1,8,14,4,26,3,14,9,9,6,6,0,1,7,2,2,5,2,0,0,0,51,3.5,0.881,63,50.199999999999996,37,23.5,26.0,-2,27,34.5,94,1,1
ga8ebc6fd6760,13,Take your next action,Gamma,Robinson Industries,or,36,1,23,0,4,3,4,2,6,6,4,3,3,0,47,1,8,14,8,28,3,15,9,10,6,6,0,2,7,3,3,5,2,0,0,0,59,3.615,0.9762,68,57.4,36,20.5,28.0,0,29,38.5,94,1,1
ga8ebc6fd6760,14,Take your next action,Gamma,Robinson Industries,or,35,75,23,9,4,7,4,0,6,4,4,12,3,0,47,1,8,14,8,28,3,15,9,10,6,6,0,2,7,3,3,5,2,0,0,0,58,3.357,0.9762,68,57.4,35,19.5,28.0,0,29,38.5,94,1,1
ga8ebc6fd6760,1,Take your first action,Alpha,Splice,or,20,2,0,0,0,0,2,0,0,0,4,0,0,0,6,0,-30,0,0,0,3,1,1,0,0,0,1,0,2,1,0,2,0,0,0,0,20,6.0,0.0,8,11.0,20,20.0,5.5,0,7,5.5,61,0,2
ga8ebc6fd6760,2,Take your first action,Alpha,Splice,or,21,5,0,0,0,1,2,0,0,0,4,0,0,0,6,0,-28,1,0,0,3,1,1,0,0,0,1,0,2,1,0,2,0,0,0,0,21,3.0,0.0476,8,11.0,19,19.0,7.5,2,8,8.5,61,0,2
ga8ebc6fd6760,3,Take your first action,Alpha,Splice,or,21,6,0,0,0,2,2,0,0,0,4,0,0,0,7,0,-28,3,0,0,3,1,1,0,1,0,1,0,2,1,0,2,0,0,0,0,21,2.333,0.0952,9,11.0,19,18.5,9.5,2,10,11.0,61,0,2
ga8ebc6fd6760,4,Take your first action,Alpha,Splice,or,22,1,0,0,0,1,2,2,0,0,2,0,4,0,9,0,-28,4,0,0,3,3,1,0,1,0,1,0,2,1,0,2,0,0,0,0,22,2.25,0.119,11,11.2,18,17.5,11.5,4,13,13.0,61,0,2
ga8ebc6fd6760,5,Take your first action,Alpha,Splice,or,22,3,-1,0,0,1,2,2,0,2,4,4,4,0,10,0,-28,4,0,2,3,4,1,0,1,0,1,0,2,1,0,3,0,0,0,0,21,2.0,0.119,13,13.2,18,17.0,13.5,4,16,15.5,61,0,2
ga8ebc6fd6760,6,Take your next action,Alpha,Splice,or,24,5,-1,0,0,1,2,4,0,0,6,2,4,0,11,0,-24,6,0,6,3,5,1,0,1,0,1,0,2,1,0,4,0,0,0,0,23,1.833,0.2143,15,16.2,21,18.0,16.5,3,19,21.5,61,0,2
ga8ebc6fd6760,7,Take your first action,Alpha,Splice,or,25,1,-1,0,0,0,2,6,0,3,4,14,4,0,13,0,-22,7,1,6,3,5,2,0,1,0,1,0,2,1,1,4,0,0,0,0,24,1.857,0.2857,17,13.2,21,18.0,18.5,4,21,25.0,61,0,2
ga8ebc6fd6760,8,Take your first action,Alpha,Splice,or,30,2,-1,0,0,1,2,6,0,0,3,5,5,0,13,0,-14,8,1,6,3,5,2,0,1,0,1,0,2,1,1,4,0,0,0,0,29,1.625,0.4048,17,12.5,20,17.0,21.5,10,25,29.5,61,0,2
ga8ebc6fd6760,9,Take your next action,Alpha,Splice,or,32,4,-1,0,0,0,2,3,1,0,3,2,5,0,16,1,-8,11,1,10,3,6,2,0,1,0,1,0,2,1,2,4,0,0,0,0,31,1.778,0.5476,19,14.1,23,17.5,24.0,9,28,33.0,61,0,2
ga8ebc6fd6760,10,Take your first action,Alpha,Splice,or,33,3,-1,0,0,0,2,1,0,0,5,7,8,0,18,1,-6,13,1,12,3,6,3,0,1,0,2,0,2,2,2,5,0,0,0,0,32,1.8,0.619,23,17.9,25,18.0,26.0,8,31,37.5,61,0,2
ga8ebc6fd6760,11,Take your next action,Alpha,Splice,or,34,1,6,0,0,0,2,1,0,1,4,4,8,0,22,1,6,14,3,12,3,7,4,0,2,1,2,0,3,2,2,5,0,0,0,0,40,2.0,0.8333,28,23.4,29,20.0,32.0,5,39,46.0,61,0,2
ga8ebc6fd6760,12,Take your first action,Alpha,Splice,or,37,0,6,0,0,1,2,2,0,0,3,2,8,0,25,1,8,14,4,26,3,8,4,0,3,1,2,0,3,2,3,5,0,0,0,0,43,2.083,0.881,31,21.9,35,22.5,34.5,2,42,50.5,61,0,2
ga8ebc6fd6760,13,Take your next action,Alpha,Splice,or,36,4,8,0,0,0,4,2,0,3,2,2,8,0,27,1,8,14,7,26,3,9,5,0,3,1,3,0,3,3,3,5,0,0,0,0,44,2.077,0.9524,35,27.4,34,19.5,37.5,2,46,54.5,61,0,2
ga8ebc6fd6760,14,Select space for ocean tile,Alpha,Splice,space,35,39,8,1,0,4,4,2,0,2,2,5,8,0,27,1,8,14,8,28,3,9,5,0,3,1,3,0,3,3,3,5,0,0,0,0,43,1.929,0.9762,35,27.4,35,19.5,38.0,0,47,55.0,61,0,2
ga3c733eea11d,1,Take your next action,Gamma,Robinson Industries,or,25,0,2,2,0,0,0,2,0,0,0,0,0,0,4,1,-30,1,2,0,3,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,27,4.0,0.0714,5,2.0,21,20.5,3.0,4,3,2.0,63,0,3
ga3c733eea11d,2,Take your next action,Gamma,Robinson Industries,or,24,1,2,2,0,0,0,3,0,0,0,0,0,0,6,1,-30,1,2,8,3,1,1,0,2,0,0,1,0,0,1,0,1,0,0,0,26,3.0,0.0714,7,2.0,24,22.0,7.5,0,8,8.5,63,0,3
ga3c733eea11d,3,Take your first action,Gamma,Robinson Industries,or,23,3,2,2,0,0,0,3,0,0,0,0,0,0,7,1,-30,1,1,8,3,1,1,1,2,0,0,1,0,0,1,0,1,0,0,0,25,2.333,0.0476,8,2.0,23,21.0,10.0,0,12,11.5,63,0,3
ga3c733eea11d,4,Take your next action,Gamma,Robinson Industries,or,23,1,4,0,1,0,0,3,0,0,0,0,0,0,8,1,-28,2,1,10,3,2,1,1,2,0,0,2,0,0,1,0,1,0,0,0,27,2.0,0.0952,10,5.6,22,21.0,11.5,1,13,14.0,63,0,3
ga3c733eea11d,5,Take your first action,Gamma,Robinson Industries,or,22,2,5,0,0,0,0,3,0,0,0,0,0,0,10,1,-26,2,1,12,3,3,2,2,2,1,0,2,0,0,1,1,1,0,0,0,27,2.0,0.119,15,5.0,24,21.5,13.5,-2,15,16.5,63,0,3
ga3c733eea11d,6,Take your next action,Gamma,Robinson Industries,or,19,1,6,0,0,0,0,3,0,0,0,0,0,0,12,1,-24,4,1,12,3,4,2,2,2,2,0,2,0,1,1,1,1,0,0,0,25,2.0,0.1905,18,6.0,24,21.5,15.0,-5,17,19.0,63,0,3
ga3c733eea11d,7,Take your next action,Gamma,Robinson Industries,or,19,4,6,0,1,0,0,3,0,0,1,0,0,0,13,1,-22,4,1,12,3,4,2,2,2,2,0,2,1,1,1,1,1,0,0,0,25,1.857,0.2143,19,9.1,25,22.0,18.0,-6,20,23.5,63,0,3
